,Age,Gender,Location,Phone Brand,OS,Scr_time(h/d),data_usage(gb/mo),calls_dur(min/d),installed_apps,soical_media(h/d),E-commerce(INR/m),streaming(hrs/d),gaming(hrs/d),recharge(INR),Primary_Use
5040,42,Other,Ahmedabad,Motorola,Android,5.4,40.7,178.0,160,4.1,2197,3.5,4.9,1075,Education
5041,33,Other,Bangalore,Realme,Android,8.5,23.4,152.8,47,2.3,9842,6.5,1.3,552,Entertainment
5042,34,Female,Mumbai,Realme,Android,3.3,36.2,19.1,181,0.8,7030,1.7,0.1,1660,Gaming
5043,15,Other,Pune,Vivo,Android,6.0,4.6,237.2,86,2.5,3251,6.3,0.5,1211,Work
5044,21,Female,Chennai,Oppo,Android,4.7,43.7,99.5,39,1.3,3321,6.1,4.9,1805,Gaming
5045,21,Other,Kolkata,Apple,iOS,1.7,10.7,105.7,129,3.3,3196,3.0,1.2,750,Entertainment
5046,29,Male,Jaipur,Google Pixel,Android,3.2,28.4,179.0,140,5.6,179,7.0,2.5,1006,Gaming
5047,17,Other,Mumbai,Samsung,Android,6.6,18.2,58.0,32,3.6,4311,7.5,3.6,189,Gaming
5048,22,Other,Pune,Oppo,Android,6.0,36.4,140.7,194,1.3,7935,3.0,0.3,1315,Education
5049,58,Other,Hyderabad,Nokia,Android,10.0,33.8,263.1,83,4.7,418,4.6,3.1,1145,Entertainment
5050,15,Other,Ahmedabad,Nokia,Android,9.2,28.4,38.9,92,1.6,7484,4.1,1.8,915,Gaming
5051,22,Male,Hyderabad,OnePlus,Android,11.9,11.2,74.2,107,0.8,3506,6.5,3.5,1577,Social Media
5052,17,Other,Jaipur,Vivo,Android,7.7,11.3,262.1,196,3.4,5564,7.4,0.4,1005,Work
5053,58,Female,Hyderabad,OnePlus,Android,11.4,7.2,183.9,81,1.3,2133,4.1,0.9,451,Education
5054,50,Male,Ahmedabad,Realme,Android,2.3,27.4,6.5,43,4.8,8808,1.8,4.9,794,Social Media
5055,45,Male,Ahmedabad,OnePlus,Android,3.8,19.0,222.8,39,5.2,3129,5.4,3.6,293,Gaming
5056,54,Other,Jaipur,Google Pixel,Android,4.3,39.4,260.2,166,1.6,1910,2.0,4.8,1202,Social Media
5057,56,Female,Delhi,OnePlus,Android,4.3,35.3,159.8,105,3.3,1140,2.9,4.0,399,Education
5058,45,Male,Mumbai,Samsung,Android,8.1,37.0,74.0,88,3.7,7606,5.7,2.9,243,Social Media
5059,27,Female,Ahmedabad,Apple,iOS,1.3,41.6,97.1,85,5.4,6377,0.9,3.0,779,Entertainment
5060,34,Male,Chennai,Xiaomi,Android,5.0,41.7,53.2,12,4.2,285,7.8,4.5,1345,Social Media
5061,49,Other,Delhi,Samsung,Android,1.3,23.3,22.1,148,0.5,6261,3.6,1.4,1221,Social Media
5062,23,Male,Bangalore,Google Pixel,Android,6.1,44.8,87.6,165,2.9,266,1.6,4.9,778,Work
5063,26,Female,Lucknow,Samsung,Android,2.2,35.3,165.3,45,5.3,3351,3.4,1.9,725,Work
5064,20,Male,Chennai,Realme,Android,10.2,23.0,284.7,20,5.0,9666,0.7,4.5,1908,Gaming
5065,49,Other,Kolkata,Motorola,Android,8.0,29.2,22.3,45,1.7,175,1.3,4.7,307,Social Media
5066,15,Male,Pune,Realme,Android,10.4,43.6,21.0,167,1.1,8614,6.5,4.1,1637,Entertainment
5067,24,Other,Hyderabad,Xiaomi,Android,5.9,33.0,119.0,123,5.3,8968,7.4,0.7,1844,Social Media
5068,24,Female,Chennai,Motorola,Android,9.3,22.2,174.3,97,3.2,4208,3.8,0.5,506,Social Media
5069,21,Male,Bangalore,Oppo,Android,4.4,22.1,23.5,147,0.7,1012,6.4,1.4,183,Social Media
5070,32,Female,Delhi,Samsung,Android,12.0,19.1,74.1,40,1.5,6786,2.3,1.4,1808,Education
5071,52,Female,Pune,OnePlus,Android,7.8,25.1,111.2,112,1.6,7816,2.3,2.5,1017,Entertainment
5072,47,Other,Bangalore,Apple,iOS,11.0,28.4,269.1,187,0.8,3890,4.0,1.7,971,Work
5073,26,Male,Mumbai,Google Pixel,Android,7.3,47.8,76.3,86,4.6,1383,4.3,0.3,943,Social Media
5074,30,Male,Bangalore,Samsung,Android,5.5,17.9,23.8,80,3.3,7697,4.4,2.9,769,Work
5075,34,Male,Mumbai,Apple,iOS,7.4,2.4,222.1,157,1.6,3604,0.8,0.1,656,Education
5076,20,Male,Jaipur,OnePlus,Android,9.8,24.7,124.9,31,0.7,3483,3.3,3.6,165,Education
5077,15,Other,Pune,Samsung,Android,1.5,29.2,170.4,51,4.1,8734,4.7,3.8,881,Education
5078,22,Male,Kolkata,Google Pixel,Android,8.5,49.3,64.5,168,5.1,5325,0.9,1.7,1709,Gaming
5079,34,Other,Ahmedabad,Apple,iOS,7.7,28.2,140.7,129,0.9,8347,4.6,0.6,1659,Social Media
5080,59,Female,Mumbai,Xiaomi,Android,1.4,13.6,73.2,171,2.5,5189,6.5,0.8,1961,Education
5081,52,Other,Ahmedabad,Apple,iOS,1.8,8.9,160.6,162,4.8,9690,6.3,0.4,1817,Gaming
5082,19,Male,Kolkata,Motorola,Android,7.9,34.3,18.5,110,2.2,4842,5.3,2.1,1674,Work
5083,54,Female,Delhi,Motorola,Android,5.8,2.3,105.6,24,0.7,8965,1.2,3.0,1300,Gaming
5084,59,Male,Ahmedabad,Realme,Android,11.1,33.6,18.1,71,1.3,5577,7.9,4.3,1006,Education
5085,53,Female,Lucknow,Samsung,Android,11.5,13.2,215.4,61,4.5,7385,2.3,1.7,1756,Entertainment
5086,55,Female,Hyderabad,Nokia,Android,4.9,6.8,171.1,43,1.6,7354,7.3,1.7,853,Social Media
5087,45,Female,Kolkata,Xiaomi,Android,3.7,33.6,98.7,146,0.8,2114,6.8,4.9,1980,Social Media
5088,46,Other,Ahmedabad,Samsung,Android,5.6,34.9,49.9,88,4.2,5739,7.7,1.9,1068,Education
5089,53,Male,Hyderabad,Oppo,Android,5.7,42.6,6.6,142,2.6,9623,6.9,3.1,390,Entertainment
5090,24,Female,Bangalore,Realme,Android,4.6,44.8,48.8,26,6.0,3542,4.7,0.0,151,Gaming
5091,50,Male,Pune,Samsung,Android,5.1,19.0,286.6,199,1.7,2093,4.5,0.9,793,Work
5092,60,Female,Lucknow,Xiaomi,Android,7.4,35.3,20.2,27,2.8,9723,3.7,1.9,1650,Education
5093,16,Other,Bangalore,Realme,Android,10.6,49.9,296.8,48,4.9,5197,2.4,3.3,1105,Entertainment
5094,24,Male,Chennai,Xiaomi,Android,5.0,38.0,201.9,66,2.3,8470,2.8,0.9,1007,Education
5095,48,Female,Bangalore,OnePlus,Android,3.6,47.6,74.8,52,5.7,9171,2.6,0.2,1798,Education
5096,28,Male,Pune,Xiaomi,Android,1.4,9.6,223.2,185,3.8,7357,7.5,3.3,1609,Work
5097,22,Female,Mumbai,Vivo,Android,5.8,7.3,253.6,180,2.5,5467,7.6,3.7,112,Social Media
5098,52,Female,Lucknow,Xiaomi,Android,3.3,36.5,175.6,198,5.9,7984,6.5,3.2,476,Gaming
5099,27,Other,Pune,Google Pixel,Android,2.6,26.9,153.0,94,2.5,8218,7.7,4.9,791,Gaming
5100,57,Female,Delhi,Realme,Android,9.5,11.9,202.7,140,5.3,6232,1.8,4.2,441,Education
5101,20,Female,Delhi,Realme,Android,6.9,50.0,274.7,76,4.2,9289,6.7,3.0,716,Work
5102,21,Female,Mumbai,Oppo,Android,3.1,38.5,151.5,153,5.9,8163,6.5,2.8,897,Entertainment
5103,17,Female,Jaipur,Nokia,Android,9.5,39.6,56.7,124,1.7,6167,1.4,0.7,1570,Social Media
5104,22,Male,Lucknow,Oppo,Android,10.9,23.2,244.2,105,4.8,2265,1.0,1.7,309,Education
5105,46,Female,Delhi,OnePlus,Android,5.9,41.1,168.8,168,1.2,7824,5.6,2.7,1193,Social Media
5106,37,Female,Chennai,Motorola,Android,1.5,8.0,296.4,35,2.1,9407,5.9,0.1,900,Work
5107,48,Female,Bangalore,OnePlus,Android,1.5,33.7,142.6,54,0.9,4844,3.6,3.2,1989,Education
5108,22,Male,Bangalore,Motorola,Android,8.8,32.3,245.2,73,2.1,8829,7.5,2.9,1771,Work
5109,22,Male,Hyderabad,Samsung,Android,9.6,16.8,172.1,35,5.7,6404,3.3,2.2,1924,Education
5110,35,Other,Chennai,Oppo,Android,4.8,18.2,156.0,141,2.9,4002,7.2,4.6,1031,Social Media
5111,50,Male,Hyderabad,Nokia,Android,8.5,33.1,7.8,104,4.8,8729,2.6,0.3,176,Gaming
5112,29,Other,Kolkata,Vivo,Android,9.4,42.6,147.7,140,3.4,2487,4.1,0.7,1429,Social Media
5113,31,Male,Ahmedabad,Nokia,Android,2.2,29.2,257.1,30,3.2,6505,5.1,2.4,1394,Entertainment
5114,51,Male,Bangalore,Realme,Android,6.9,26.3,256.1,33,5.6,5484,1.8,3.8,442,Entertainment
5115,33,Female,Delhi,Vivo,Android,2.6,2.4,7.0,27,5.6,2975,4.5,3.7,1239,Education
5116,36,Female,Bangalore,Google Pixel,Android,6.6,4.0,15.9,163,3.2,432,5.1,1.7,1215,Education
5117,26,Female,Jaipur,Samsung,Android,5.5,12.3,66.6,25,0.6,1178,1.7,1.8,1315,Gaming
5118,39,Male,Pune,Apple,iOS,1.5,11.4,291.7,100,6.0,3268,7.4,0.6,721,Social Media
5119,57,Female,Ahmedabad,Motorola,Android,3.6,45.3,66.6,28,5.3,3033,6.3,3.2,751,Education
5120,59,Other,Hyderabad,Apple,iOS,10.4,22.7,187.1,14,0.6,8906,1.7,3.7,1209,Work
5121,22,Other,Mumbai,Vivo,Android,6.9,18.9,201.5,88,1.4,6605,3.9,4.2,112,Education
5122,34,Other,Ahmedabad,Apple,iOS,5.7,5.8,146.3,172,1.9,1897,5.6,4.6,1811,Gaming
5123,42,Male,Ahmedabad,Vivo,Android,11.7,21.5,94.7,38,5.0,2712,7.6,3.2,1994,Gaming
5124,53,Female,Mumbai,Xiaomi,Android,1.3,43.5,181.1,179,2.8,5283,1.5,3.7,1647,Work
5125,33,Female,Ahmedabad,Oppo,Android,5.5,18.6,165.1,75,3.9,4647,4.0,1.6,728,Work
5126,21,Female,Lucknow,Realme,Android,7.2,4.8,52.7,74,5.3,4308,6.0,3.1,521,Entertainment
5127,27,Female,Lucknow,Oppo,Android,6.7,46.4,287.5,189,5.8,4727,6.1,1.5,183,Gaming
5128,42,Female,Jaipur,Vivo,Android,11.5,23.0,101.6,133,1.2,3377,3.4,2.1,149,Gaming
5129,40,Other,Pune,OnePlus,Android,5.7,44.3,85.8,92,4.1,9084,0.7,2.6,908,Social Media
5130,56,Other,Pune,Oppo,Android,9.6,17.2,297.3,135,0.7,4701,1.8,0.6,146,Entertainment
5131,22,Female,Pune,Apple,iOS,11.8,8.4,254.5,151,1.1,2022,6.9,1.9,1721,Entertainment
5132,48,Other,Jaipur,Realme,Android,4.3,25.6,157.3,181,3.7,9376,6.3,2.5,1654,Work
5133,16,Other,Ahmedabad,Xiaomi,Android,11.9,47.0,76.4,125,4.7,4510,1.6,1.1,1869,Education
5134,39,Male,Jaipur,Motorola,Android,10.3,34.2,92.6,59,3.6,7373,0.5,0.7,1206,Education
5135,34,Male,Jaipur,Samsung,Android,2.3,48.0,270.1,148,3.9,5713,0.9,0.5,406,Entertainment
5136,32,Male,Mumbai,OnePlus,Android,4.2,46.7,156.6,22,4.4,4704,6.7,0.9,1233,Entertainment
5137,29,Other,Lucknow,Xiaomi,Android,8.4,1.2,265.1,138,5.9,8269,1.6,1.3,566,Entertainment
5138,17,Other,Delhi,OnePlus,Android,5.8,29.6,197.6,73,1.7,1639,2.7,3.3,1425,Gaming
5139,41,Female,Ahmedabad,Google Pixel,Android,11.9,1.0,192.9,24,0.8,6293,4.5,2.1,317,Education
5140,25,Female,Lucknow,Vivo,Android,5.6,10.4,31.9,109,3.9,6840,1.7,4.3,1221,Entertainment
5141,32,Female,Jaipur,Xiaomi,Android,9.4,27.9,259.3,90,5.0,3892,6.2,2.6,1567,Entertainment
5142,49,Male,Ahmedabad,Apple,iOS,1.1,23.6,10.4,162,5.2,1095,4.1,1.2,1874,Work
5143,43,Male,Bangalore,Google Pixel,Android,6.6,10.0,281.5,39,2.9,4246,6.1,0.2,1430,Entertainment
5144,37,Other,Chennai,OnePlus,Android,9.3,40.8,81.9,42,5.7,5957,0.8,1.3,1758,Social Media
5145,42,Male,Kolkata,Apple,iOS,7.3,36.3,48.5,56,5.4,7005,3.2,1.3,849,Education
5146,15,Other,Lucknow,Oppo,Android,3.4,38.4,17.1,130,5.7,4867,3.5,0.0,112,Education
5147,20,Female,Ahmedabad,Google Pixel,Android,3.4,27.6,226.2,67,4.4,3830,6.7,0.9,277,Education
5148,55,Male,Bangalore,Nokia,Android,10.7,32.4,56.8,12,3.9,7998,3.6,4.3,514,Gaming
5149,15,Male,Delhi,OnePlus,Android,10.6,28.5,285.6,89,2.3,1952,4.3,2.4,1598,Education
5150,25,Other,Jaipur,Vivo,Android,11.5,14.6,215.8,24,3.5,2445,5.3,1.6,710,Work
5151,17,Male,Kolkata,Realme,Android,11.7,38.6,140.8,150,2.9,4844,4.1,1.3,746,Gaming
5152,30,Other,Pune,Xiaomi,Android,9.6,39.9,8.9,117,5.0,5868,7.1,2.0,352,Entertainment
5153,31,Male,Pune,Vivo,Android,2.6,27.0,140.2,47,6.0,443,2.4,4.0,1343,Gaming
5154,45,Male,Hyderabad,Google Pixel,Android,2.1,26.9,258.1,126,3.7,2203,6.3,4.3,975,Work
5155,35,Female,Jaipur,Google Pixel,Android,9.1,44.3,32.6,194,1.8,3651,1.4,4.9,103,Education
5156,15,Other,Ahmedabad,Motorola,Android,2.5,30.1,283.1,39,5.1,2729,5.0,3.1,893,Social Media
5157,17,Male,Lucknow,Google Pixel,Android,6.1,45.0,299.9,19,3.9,6253,1.2,1.6,196,Work
5158,20,Male,Delhi,OnePlus,Android,2.3,30.9,84.1,132,5.7,309,7.0,2.2,574,Entertainment
5159,36,Other,Pune,OnePlus,Android,10.5,49.7,109.7,41,5.2,1834,6.2,0.5,1754,Education
5160,59,Male,Kolkata,Realme,Android,12.0,39.8,130.4,36,5.0,6613,5.5,0.4,1171,Entertainment
5161,29,Female,Bangalore,OnePlus,Android,2.9,8.5,132.1,77,4.7,262,6.5,0.1,1280,Work
5162,41,Male,Chennai,Samsung,Android,6.9,36.1,167.9,133,4.2,9306,4.0,0.3,1390,Social Media
5163,56,Male,Kolkata,OnePlus,Android,2.4,8.5,231.4,11,5.7,7006,3.9,3.3,1219,Social Media
5164,19,Female,Lucknow,Nokia,Android,9.2,43.4,184.1,71,1.9,1500,3.5,3.4,949,Education
5165,35,Other,Pune,Google Pixel,Android,3.6,38.0,197.8,41,5.8,6073,2.6,0.3,303,Work
5166,21,Female,Chennai,Realme,Android,9.9,25.1,263.7,185,4.9,4812,4.3,4.2,1754,Social Media
5167,39,Other,Delhi,Xiaomi,Android,8.9,35.8,141.3,102,5.1,2822,3.6,4.2,879,Work
5168,29,Female,Jaipur,Google Pixel,Android,11.3,1.6,67.0,10,1.6,7958,0.6,1.3,1474,Education
5169,52,Female,Delhi,Realme,Android,10.9,17.7,81.0,58,3.4,5708,1.6,2.7,483,Gaming
5170,38,Other,Lucknow,OnePlus,Android,8.0,2.0,78.4,55,3.1,2999,6.1,1.8,1645,Work
5171,60,Female,Chennai,Realme,Android,10.2,19.8,262.3,166,2.9,4200,4.8,2.5,696,Gaming
5172,31,Other,Chennai,Vivo,Android,6.7,19.2,83.4,82,4.4,6697,5.8,1.1,1900,Education
5173,28,Other,Delhi,Motorola,Android,7.8,9.4,115.3,96,2.8,2748,1.9,0.2,374,Education
5174,59,Female,Chennai,Oppo,Android,8.7,22.0,226.4,48,2.0,7434,6.7,2.2,902,Entertainment
5175,21,Male,Pune,Vivo,Android,4.7,1.1,23.1,41,1.8,8194,3.6,4.1,427,Social Media
5176,24,Male,Lucknow,Nokia,Android,11.0,12.3,179.3,27,0.8,1799,3.1,1.6,578,Work
5177,40,Female,Chennai,Apple,iOS,1.4,5.4,197.8,18,3.8,9572,2.6,3.3,1535,Work
5178,54,Female,Pune,Realme,Android,4.9,4.2,132.2,18,3.7,9589,5.3,2.9,1113,Work
5179,45,Female,Pune,Vivo,Android,8.3,26.2,286.1,40,3.9,8686,2.5,4.9,1370,Social Media
5180,50,Other,Mumbai,Google Pixel,Android,9.0,33.0,28.1,98,3.4,367,6.8,1.0,1234,Education
5181,21,Female,Pune,Oppo,Android,3.6,42.7,44.1,20,1.7,1294,6.8,0.3,1496,Social Media
5182,24,Female,Hyderabad,OnePlus,Android,5.8,32.8,293.6,13,2.1,8322,6.5,3.7,271,Social Media
5183,54,Other,Jaipur,Vivo,Android,5.6,25.3,208.1,14,2.7,5359,7.6,4.1,298,Entertainment
5184,35,Other,Lucknow,Xiaomi,Android,6.0,4.3,218.9,171,3.0,7223,3.8,2.9,1820,Work
5185,36,Female,Mumbai,OnePlus,Android,7.0,30.3,8.9,36,3.8,5788,5.6,1.0,1738,Social Media
5186,37,Male,Jaipur,Vivo,Android,1.1,16.0,155.8,155,1.1,4422,8.0,0.1,389,Work
5187,28,Male,Kolkata,Google Pixel,Android,2.8,16.5,262.0,109,5.3,7286,3.8,0.6,561,Social Media
5188,41,Other,Pune,Xiaomi,Android,11.6,11.8,130.7,168,5.1,3771,7.7,0.2,607,Gaming
5189,15,Female,Lucknow,Vivo,Android,6.5,24.4,88.2,132,2.4,3231,2.9,0.8,410,Entertainment
5190,52,Other,Lucknow,Oppo,Android,8.2,14.3,216.3,32,2.3,8499,2.9,4.8,1855,Work
5191,41,Other,Bangalore,Samsung,Android,9.4,25.8,180.9,162,5.8,5170,1.8,4.1,1046,Education
5192,48,Female,Hyderabad,Oppo,Android,8.3,28.2,294.3,40,5.6,9278,3.9,3.7,1077,Entertainment
5193,30,Male,Ahmedabad,Vivo,Android,10.0,47.0,71.1,147,0.8,7772,4.5,3.3,1054,Education
5194,30,Other,Delhi,Motorola,Android,11.6,13.6,227.7,128,2.8,4002,2.8,4.2,1836,Gaming
5195,49,Female,Delhi,Nokia,Android,9.3,8.7,6.0,168,2.0,7499,5.0,4.1,546,Social Media
5196,40,Male,Bangalore,Oppo,Android,9.3,44.0,67.4,112,4.6,9340,3.8,2.4,1590,Entertainment
5197,18,Male,Chennai,Vivo,Android,11.7,41.9,272.5,49,3.2,7636,4.0,1.3,1451,Work
5198,16,Female,Mumbai,Apple,iOS,11.0,2.9,148.6,132,0.6,2843,6.6,2.6,1526,Education
5199,15,Male,Hyderabad,Apple,iOS,10.9,40.8,45.5,31,3.9,2323,4.6,3.2,1474,Gaming
5200,22,Male,Kolkata,OnePlus,Android,4.2,48.7,175.7,140,3.7,3860,3.4,2.7,591,Gaming
5201,42,Male,Delhi,Oppo,Android,1.0,42.2,137.8,59,3.4,5418,6.6,0.2,675,Education
5202,45,Male,Lucknow,Motorola,Android,8.8,34.4,217.8,28,1.0,6413,3.8,2.5,701,Gaming
5203,39,Female,Chennai,Vivo,Android,10.3,42.8,199.6,22,2.7,7105,1.2,0.6,290,Education
5204,28,Male,Ahmedabad,Oppo,Android,3.1,4.1,61.7,183,5.9,4466,2.4,3.7,313,Work
5205,33,Other,Ahmedabad,Oppo,Android,3.5,49.1,215.1,70,5.0,3392,5.2,3.7,1262,Social Media
5206,19,Male,Kolkata,OnePlus,Android,3.8,28.6,133.5,29,1.7,445,7.9,4.7,656,Social Media
5207,18,Male,Jaipur,Motorola,Android,6.9,32.2,154.8,34,3.8,3330,6.3,4.9,939,Social Media
5208,35,Other,Delhi,Oppo,Android,11.7,24.3,130.9,92,4.6,9903,1.0,2.1,1458,Work
5209,32,Female,Lucknow,Samsung,Android,4.6,36.0,264.3,192,3.3,6244,2.6,2.2,1190,Work
5210,40,Male,Jaipur,Oppo,Android,7.3,14.2,170.1,54,5.7,6062,4.6,3.1,1986,Entertainment
5211,56,Other,Delhi,Samsung,Android,6.3,39.8,281.0,122,4.6,4870,1.8,2.4,999,Social Media
5212,54,Other,Mumbai,Apple,iOS,1.8,28.9,178.8,38,1.6,3352,2.5,1.8,1919,Gaming
5213,34,Other,Bangalore,Oppo,Android,10.2,5.0,137.7,25,2.3,7255,3.9,1.2,1309,Gaming
5214,38,Male,Hyderabad,Oppo,Android,3.7,30.0,35.5,30,4.4,2990,4.6,4.5,1358,Entertainment
5215,21,Other,Lucknow,Vivo,Android,7.5,39.4,117.6,190,1.8,2282,7.8,0.7,1785,Education
5216,46,Other,Lucknow,Xiaomi,Android,5.9,9.2,162.5,118,1.2,2740,2.8,2.9,1570,Work
5217,45,Male,Pune,Google Pixel,Android,1.8,49.2,8.7,122,1.9,6944,3.6,3.9,1807,Gaming
5218,39,Female,Jaipur,Motorola,Android,4.4,10.0,95.3,172,1.7,3971,6.2,4.1,1565,Gaming
5219,55,Other,Ahmedabad,Vivo,Android,6.9,17.2,247.1,67,1.5,7382,4.2,2.7,1364,Social Media
5220,33,Male,Lucknow,OnePlus,Android,3.1,46.8,277.5,173,2.1,395,3.1,4.9,1638,Gaming
5221,35,Other,Hyderabad,Vivo,Android,4.9,11.3,123.5,73,5.3,7781,6.5,4.5,1721,Gaming
5222,36,Other,Bangalore,Google Pixel,Android,8.0,41.5,175.3,56,4.5,1327,5.5,4.7,1856,Gaming
5223,32,Male,Hyderabad,OnePlus,Android,2.4,9.8,50.2,139,1.6,6191,7.7,1.8,247,Social Media
5224,25,Female,Ahmedabad,Google Pixel,Android,11.4,35.3,110.3,88,3.8,6172,1.1,2.7,1158,Entertainment
5225,24,Other,Lucknow,Oppo,Android,11.2,43.5,75.9,90,4.9,2811,5.6,1.0,989,Social Media
5226,53,Female,Bangalore,Realme,Android,9.8,7.8,88.9,180,0.8,6504,5.5,1.0,1572,Work
5227,22,Male,Hyderabad,Motorola,Android,2.8,44.1,229.3,115,2.4,8301,4.0,3.2,1696,Social Media
5228,42,Other,Kolkata,Xiaomi,Android,9.6,31.5,243.5,38,2.1,2656,7.0,2.3,454,Work
5229,28,Male,Chennai,Nokia,Android,2.3,2.2,186.5,181,1.5,4268,5.7,2.2,265,Social Media
5230,30,Female,Ahmedabad,Google Pixel,Android,3.7,4.4,221.3,173,1.9,8779,3.4,1.1,1820,Social Media
5231,38,Male,Delhi,OnePlus,Android,9.0,29.8,102.4,138,2.0,4695,6.8,1.8,1052,Social Media
5232,45,Female,Hyderabad,Apple,iOS,8.1,8.6,84.2,54,4.8,7252,1.0,2.5,921,Social Media
5233,43,Other,Bangalore,Apple,iOS,11.1,42.4,282.2,117,1.0,6494,6.7,4.3,609,Education
5234,54,Female,Pune,Google Pixel,Android,8.0,19.3,170.0,161,2.0,5776,4.3,4.2,1132,Work
5235,27,Male,Ahmedabad,Samsung,Android,11.1,4.7,24.3,164,1.0,4021,5.6,3.8,1376,Social Media
5236,18,Male,Kolkata,Xiaomi,Android,4.4,35.1,289.4,186,5.9,8804,1.6,1.5,778,Work
5237,48,Other,Kolkata,Nokia,Android,4.2,24.4,262.0,154,1.6,3866,6.5,4.4,1968,Social Media
5238,28,Female,Lucknow,Nokia,Android,6.0,45.4,78.7,199,2.9,9747,2.8,0.1,1472,Social Media
5239,43,Male,Kolkata,Google Pixel,Android,7.8,5.2,119.1,111,2.0,518,1.4,1.1,371,Education
5240,18,Other,Bangalore,Motorola,Android,8.6,39.0,5.2,119,3.6,4792,5.4,0.9,1628,Education
5241,55,Male,Mumbai,Samsung,Android,10.0,14.2,137.3,174,3.6,763,2.0,2.5,673,Work
5242,50,Female,Mumbai,Apple,iOS,4.3,1.2,234.3,91,5.3,137,1.9,3.9,506,Social Media
5243,25,Other,Kolkata,Oppo,Android,6.4,31.5,133.5,33,3.5,6876,3.8,1.7,133,Social Media
5244,40,Male,Bangalore,Nokia,Android,10.9,3.2,50.9,19,1.6,7122,5.4,4.9,1903,Education
5245,57,Female,Mumbai,Motorola,Android,9.9,40.2,66.7,172,3.8,8135,3.9,2.0,483,Education
5246,54,Male,Delhi,Realme,Android,6.9,36.2,222.8,27,3.1,525,1.2,3.6,429,Work
5247,24,Female,Kolkata,Apple,iOS,3.8,39.5,231.2,165,4.1,7540,0.6,1.8,303,Entertainment
5248,20,Other,Kolkata,Oppo,Android,1.0,31.5,54.5,57,1.1,9436,4.1,3.2,108,Education
5249,28,Female,Jaipur,Vivo,Android,9.6,39.3,217.1,111,2.8,2006,5.0,0.5,349,Work
5250,54,Other,Chennai,OnePlus,Android,4.4,39.8,98.7,169,0.8,9720,4.6,0.0,1157,Entertainment
5251,31,Male,Bangalore,Samsung,Android,3.3,45.2,158.2,24,1.2,1065,2.1,3.8,1225,Education
5252,36,Other,Chennai,Samsung,Android,4.7,17.3,40.3,165,1.2,8823,7.0,2.4,994,Work
5253,60,Other,Bangalore,Nokia,Android,9.3,10.8,170.6,90,3.3,5839,3.5,3.7,880,Work
5254,44,Other,Mumbai,Motorola,Android,4.5,25.2,61.1,199,5.0,784,4.3,2.7,1205,Work
5255,18,Male,Hyderabad,Xiaomi,Android,9.0,40.9,196.5,75,4.3,4276,4.0,2.1,1972,Work
5256,21,Male,Pune,Google Pixel,Android,7.3,44.5,265.4,180,5.6,4774,2.9,4.3,1077,Gaming
5257,43,Female,Kolkata,Apple,iOS,3.5,15.4,122.6,19,4.5,4623,4.8,2.2,1852,Education
5258,34,Other,Chennai,OnePlus,Android,1.6,14.4,229.0,175,2.7,359,5.2,1.0,302,Entertainment
5259,29,Female,Jaipur,Nokia,Android,4.5,7.5,284.0,48,2.8,1756,4.3,2.0,125,Work
5260,29,Female,Delhi,Google Pixel,Android,3.1,46.4,22.3,67,4.3,9228,4.7,0.7,1662,Entertainment
5261,30,Female,Delhi,Oppo,Android,10.1,47.6,261.2,72,1.8,1538,7.9,3.5,147,Social Media
5262,44,Female,Hyderabad,Samsung,Android,6.3,21.5,221.1,110,2.7,1711,3.5,2.3,1532,Education
5263,47,Female,Bangalore,Xiaomi,Android,5.1,41.0,26.5,108,1.6,4617,1.5,2.8,540,Education
5264,46,Other,Pune,Samsung,Android,8.9,14.9,246.2,34,4.1,8936,2.7,0.4,953,Work
5265,31,Female,Lucknow,Oppo,Android,3.8,22.0,266.1,108,3.2,8498,3.0,3.0,880,Entertainment
5266,51,Female,Hyderabad,Samsung,Android,5.0,36.4,65.2,85,4.9,9191,2.3,1.7,1010,Entertainment
5267,30,Other,Mumbai,Vivo,Android,2.5,6.9,113.8,154,2.0,9811,6.8,0.4,806,Education
5268,55,Female,Pune,Samsung,Android,6.8,39.8,168.6,102,3.9,5145,7.3,3.6,545,Education
5269,55,Male,Jaipur,Xiaomi,Android,5.4,36.3,176.2,73,4.7,9325,4.2,4.9,1251,Education
5270,16,Other,Mumbai,Samsung,Android,4.2,44.3,218.2,45,2.5,6231,5.6,4.3,1495,Social Media
5271,55,Female,Bangalore,Apple,iOS,1.6,49.1,179.1,15,3.6,9552,6.2,4.9,1842,Social Media
5272,46,Female,Hyderabad,Xiaomi,Android,8.5,27.6,45.4,65,4.9,8146,4.0,3.4,1231,Social Media
5273,46,Female,Chennai,OnePlus,Android,1.6,3.1,231.6,95,3.8,987,6.2,2.9,691,Work
5274,41,Female,Ahmedabad,Nokia,Android,3.2,25.0,250.8,57,3.0,4345,7.9,4.4,1312,Social Media
5275,35,Female,Hyderabad,Nokia,Android,9.9,46.3,93.3,122,1.4,3471,2.0,1.3,784,Social Media
5276,38,Female,Mumbai,Samsung,Android,3.0,28.7,179.0,190,1.4,2410,6.6,1.5,1395,Social Media
5277,56,Other,Jaipur,Oppo,Android,3.9,45.3,273.7,200,4.9,9619,2.5,0.6,1829,Education
5278,20,Female,Ahmedabad,Xiaomi,Android,7.7,43.5,244.8,46,5.4,1726,7.0,3.9,1872,Social Media
